train loss,validation loss
0.70250150367555917595,0.7027497309158509298
0.714347686790898739,0.71458444805503013806
0.72917983275955223826,0.72880630880365758717
0.74741008919695265213,0.74555094584480817807
0.76930911341873706513,0.76493187413535174114
0.7949711878956214695,0.78703954813959303054
0.82430931414193965546,0.81194181884450900764
0.8570865043555120295,0.8396851355599431403
0.89297509172821984034,0.87029587944817249194
0.93161968455408311856,0.90378143908026019175
0.97268267162712840264,0.94013090917355904324
1.015866843828540253,0.9793155067842268686
1.0609208946575730418,1.0212889108691884083
1.1076358714162043144,1.0659877485980758746
1.1558383912186109795,1.1133324062573665845
1.2053836623441195522,1.1632282670720926068
1.2561495006961247656,1.2155673976328769798
1.3080315937244263641,1.2702306342803068988
1.3609398862292004076,1.327089968908487727
1.414795858123928232,1.3860111033373316081
1.4695304714577741393,1.4468560322372920727
1.5250826059644630096,1.5094855235017217564
1.5813978476179234872,1.5737613871182857659
1.6384275326013979669,1.6395484533926081611
1.6961279778326828954,1.7067162134586449922
1.7544598498542989867,1.7751401050231349146
1.8133876383545393301,1.8447024513259718252
1.872879210519452734,1.9152930799259839751
1.932905429263206686,1.9868096599581420346
1.9934398228983138211,2.0591578026362160655
2.0544582967602820164,2.1322509711518178779
2.1159388813196635798,2.2060102440538817844
2.17786150897006751,2.2803639719146312692
2.2402078159714746601,2.3552473616316356839
2.3029609858265628476,2.430602016866704428
2.3661055467187850985,2.5063754574260177382
2.4296272456906934866,2.5825206351803160507
2.4923168099669860396,2.6589954595862912877
2.5529774057471481203,2.7357623420618969851
2.613975251829946159,2.812787765374069777
2.675299929144923018,2.8900418817569196
2.7369418656859420829,2.9674981416086537128
2.7963584150472132145,3.0451329532259258507
2.8554728532496311297,3.1229253730370370834
2.9148792139069586117,3.200856825110269052
2.9745701409084755343,3.278910848271213879
3.0345387193007858798,3.3570728689046717254
3.094778432510150206,3.4353299973948136271
3.1552831240612711594,3.5136708461343167888
3.2160469628231384506,3.5920853670776223534
3.2770644129144616682,3.6705647069050532593
3.3383302008782440508,3.7491010779835768814
3.3998392961672968854,3.8276876434456388466
3.461586899124327757,3.906318414846666046
3.523568354022281551,3.9849881610107455087
3.5857792567889620592,4.063692326797812609
3.6482153543143482507,4.142426960677984493
3.7108725429839674883,4.221188650090630613
3.77374669272930543,4.299974463710837139
3.8351922278069860638,4.378781899823956522
3.8963139259838592391,4.457608840097680278
3.9572603815551258659,4.5364535081609971556
4.0166257016451084477,4.6153144324469258975
4.076187695876530624,4.694190412743699007
4.135942946955174535,4.773080490173822831
4.1958880856512072726,4.8519839201291026514
4.256019848727816409,4.930900147868140066
4.3163350264171878156,5.009828786410196141
4.376830372169603642,5.0887695969399497444
4.437502731929038019,5.167722470332589381
4.4983493702039181847,5.2466874110075046446
4.5582774603304146398,5.3256645230463435935
4.6176261311304551147,5.40465399499451846
4.6771392562469897933,5.4836560906026334265
4.7368139439694346396,5.562671134670438075
4.796647330555949769,5.6368288788588478606
4.8566366045485896328,5.710496775165909229
4.916778961341919445,5.784182035916514064
4.9770716543397767956,5.857885090794715904
5.037511972197471391,5.931606396878112326
5.0980971888229786753,6.0053463824101368995
5.1588247011468572932,6.079105600926122922
5.2196919245721731854,6.1528844016252940024
5.280696131249103112,6.226683439720961563
5.3418348333551939106,6.3005030159681789307
