train loss,validation loss
0.7002004549008088,0.698026816146966
0.7083265461826589,0.7029868408188703
0.7175871577362963,0.7080274163954886
0.7278972018470606,0.7131486326501083
0.7390543375267408,0.7183505080769615
0.7508399009331962,0.7236329914529064
0.7630962783751751,0.7289959641284438
0.7757302383654804,0.7344392429592247
0.788688864899474,0.7399625837714872
0.8019404485639237,0.7455656852441792
0.8154641678969382,0.7512481930869743
0.8292451068071514,0.7570097043963754
0.8428309531537584,0.7628497720805875
0.8559753587229817,0.7687679092564297
0.8693489321649706,0.7747635935367757
0.8829453919435988,0.78083627114344
0.8967593747134687,0.786985360796823
0.9107862385309304,0.7932102573490305
0.9250219148353311,0.7995103351408994
0.9394627947324291,0.8058849510750214
0.9541056404965242,0.8123334474062781
0.968947516104618,0.8188551542586362
0.9839857323495024,0.8254493918821817
0.9992178032184773,0.8321154726678192
1.0146414110266087,0.8388527029390604
1.0302543783823863,0.8456603845411372
1.0460546455063346,0.8525378162475933
1.0620402517600127,0.8594842950037958
1.0782093205007675,0.8664991170256413
1.0945600465757395,0.8735815787703166
1.1110906859210727,0.8807309777944154
1.1277995468497877,0.8879466135131276
1.1446849827024301,0.8952277878726652
1.161745385604697,0.9025738059466168
1.1789791811305115,0.9099839764655719
1.1963148029684574,0.9174576122881187
1.2135252134351773,0.9249940308202279
1.2309043048154875,0.9325925543890597
1.2484505962238364,0.9402525105763894
1.2661626225843108,0.9479732325161108
1.2840389323054504,0.9557540591596533
1.3019819943605266,0.9635943355126021
1.3198700120042879,0.97149341284536
1.3379178995650642,0.9794506488802988
1.356124241299738,0.9874654079575217
1.3744876268637025,0.9955370611810794
1.3930066502128169,1.0036649865472556
1.411679908639546,1.0118485690563355
1.430506001930825,1.020087200809115
1.4494835316369392,1.0283802810892604
1.4686111004420908,1.0367272164325216
1.4878873116285034,1.0451274206836954
1.5073107686268559,1.0535803150421599
1.5268800746466207,1.062085328096724
1.546593832380537,1.0706418958504755
1.5664506437779766,1.079249461736273
1.5864491098824218,1.0879074766234527
1.6065878307286252,1.0966153988163236
1.6268654052953406,1.1053726940449464
1.6470799304201855,1.1141788354486986
1.6674131648026709,1.123033303553077
1.6878810119737708,1.1319355862401779
1.7084820671573469,1.1408851787132661
1.7292149249941184,1.149881583455828
1.750078179753577,1.158924310185488
1.7710517969585724,1.1680128758031414
1.791975459306973,1.1771468043376458
1.8130252398633966,1.1863256268864117
1.834199734662502,1.1955488815521877
1.8554975408667307,1.204816113376353
1.8769172571296433,1.214126874268993
1.8984574839755786,1.223480722936051
1.9201168241932518,1.2328772248037956
1.941893883241027,1.242315951940868
1.9637872696616476,1.2517964829781538
1.9857955955042967,1.261318403026678
2.007917476751943,1.270881303593788
2.0301515337520906,1.2804847824977923
2.0524104245840387,1.2901284437812641
2.0747039573732127,1.2998118976232016
2.0971055970921113,1.3095347602502294
2.11961398556088,1.3192966538469895
2.142114823527542,1.3290972064658932
2.164679049370987,1.3389360519364093
2.1873460136784226,1.348812829773955
2.2101143864252584,1.358727185088644
2.23298284569768,1.3686787684938904
2.2559500780711788,1.3786672360151226
2.2790001489048417,1.3886922489985087
2.3020192257932774,1.398753474020132
2.325133211838018,1.408850582795324
2.3483408307824325,1.4189832520885794
2.371640816559563,1.4291511636239231
2.395031913590178,1.4393540039958312
2.41851287706585,1.449591464581165
2.4420824732163635,1.4598632414511863
2.4657394795618113,1.4701690352851906
2.4894457558655683,1.4805085512842573
2.513144225098626,1.4908814990865982
2.5368535807984802,1.5012875926832363
2.560464921419833,1.5117265503351733
2.5841577563598035,1.5221980944914628
2.607930935012964,1.5327019517084137
2.6317833193881137,1.5432378525694177
2.6557137842356338,1.553805531606707
2.67972121715936,1.5644047272244155
2.70380451871533,1.575035181620723
2.727962602494672,1.5856966407145934
2.752194395194272,1.5963888540719355
2.7764988366736745,1.6071115748305165
2.80087487999753,1.61786455963242
2.825321491468397,1.6286475685508064
2.8498376506450604,1.6394603650237771
2.874403845146828,1.6503027157835222
2.8989450224485864,1.6611743907937457
2.923552773600542,1.6720751631826414
2.9482261311288998,1.6830048091802703
2.972964140742188,1.6939631080519837
2.9977658612889106,1.7049498420461275
3.0226303647048,1.715964796325728
3.04755673594993,1.7270077589128559
3.0725440729468,1.738078520630791
3.0975914864927843,1.7491768750473866
3.122626774590245,1.7603026184280863
3.1476871696566304,1.771455549664993
3.1728050247772472,1.78263547024763
3.197979501648169,1.7938421841834014
3.2232097743742525,1.805075497970354
3.248401878686445,1.8163352205407692
3.273639070811211,1.8276211632213464
3.298929617532999,1.8389331396472894
3.324272741829159,1.8502709657947216
3.3496676784923523,1.8616344598407562
3.3751136739943517,1.8730234422224739
3.400609986349264,1.8844377355127129
3.4261045049333307,1.8958771643466796
3.4516061746234596,1.9073415555448445
3.4771560053763375,1.9188307379644554
3.50275329996195,1.930344542345777
3.5283973720414727,1.9418828015643534
3.5540875459462544,1.953445350264499
3.5798231565881795,1.9650320251747402
3.605603549283048,1.9766426645871942
