FPR,TPR,Threshold
0.0,0.0,1.5794776310018013
0.001851851851851852,0.0,0.5794776310018012
0.007407407407407408,0.0,0.5284806237419034
0.007407407407407408,0.0026246719160104987,0.5276324787331711
0.012962962962962963,0.0026246719160104987,0.52222233365886
0.012962962962962963,0.005249343832020997,0.5167727792817509
0.014814814814814815,0.005249343832020997,0.5153990686403306
0.014814814814814815,0.007874015748031496,0.5153789234808058
0.018518518518518517,0.007874015748031496,0.5142669220155571
0.018518518518518517,0.010498687664041995,0.5140151477397925
0.025925925925925925,0.010498687664041995,0.5129886863455797
0.025925925925925925,0.013123359580052493,0.512215407867694
0.044444444444444446,0.013123359580052493,0.5100850733707597
0.044444444444444446,0.01837270341207349,0.5100303338208358
0.04814814814814815,0.01837270341207349,0.5088442645167076
0.04814814814814815,0.02099737532808399,0.5085075995491194
0.05,0.02099737532808399,0.5083194255290309
0.05,0.023622047244094488,0.5081644095251939
0.05185185185185185,0.023622047244094488,0.5080592556280744
0.05185185185185185,0.026246719160104987,0.5078458841700394
0.05555555555555555,0.026246719160104987,0.507781778388993
0.05555555555555555,0.031496062992125984,0.5073005712012373
0.06111111111111111,0.031496062992125984,0.5069549092299679
0.06111111111111111,0.03412073490813648,0.506907794722254
0.06296296296296296,0.03412073490813648,0.506828279468928
0.06296296296296296,0.03937007874015748,0.5065272237111704
0.06851851851851852,0.03937007874015748,0.5064868834198517
0.06851851851851852,0.04461942257217848,0.5062860521381787
0.07037037037037037,0.04461942257217848,0.5062355311699197
0.07037037037037037,0.049868766404199474,0.5061557108243592
0.07222222222222222,0.049868766404199474,0.5061476615180484
0.07222222222222222,0.05511811023622047,0.5059982373697808
0.07407407407407407,0.05511811023622047,0.5059981398372378
0.07407407407407407,0.05774278215223097,0.5059844465105852
0.08148148148148149,0.05774278215223097,0.5058687867917377
0.08148148148148149,0.06036745406824147,0.5058444818217491
0.08333333333333333,0.06036745406824147,0.5058368223563907
0.08333333333333333,0.07086614173228346,0.5056448415797581
0.08518518518518518,0.07086614173228346,0.5056369220245163
0.08703703703703704,0.07349081364829396,0.5055413293230073
0.08703703703703704,0.07611548556430446,0.5053876428415109
0.09074074074074075,0.07611548556430446,0.5053008076827125
0.09074074074074075,0.07874015748031496,0.5052708493809658
0.09444444444444444,0.07874015748031496,0.5051998364675274
0.09444444444444444,0.08136482939632546,0.5051798554779964
0.1037037037037037,0.08136482939632546,0.5050235308159989
0.1037037037037037,0.08661417322834646,0.5049395364394766
0.10925925925925926,0.08661417322834646,0.5046871054610945
0.10925925925925926,0.08923884514435695,0.5046306989481469
0.1111111111111111,0.08923884514435695,0.504602258320314
0.1111111111111111,0.09186351706036745,0.5045892688960804
0.11666666666666667,0.09186351706036745,0.5044430874160731
0.12037037037037036,0.09186351706036745,0.5043432075900799
0.1259259259259259,0.09186351706036745,0.5042501798613865
0.1259259259259259,0.09448818897637795,0.5042450160935201
0.13333333333333333,0.09448818897637795,0.5041775830690391
0.13333333333333333,0.09711286089238845,0.5041583604862949
0.13703703703703704,0.09711286089238845,0.5041220049374098
0.13703703703703704,0.10498687664041995,0.5040243253520796
0.14814814814814814,0.10498687664041995,0.5038154313576226
0.14814814814814814,0.11023622047244094,0.5037623037345582
0.15185185185185185,0.11023622047244094,0.5037486323984799
0.15185185185185185,0.11811023622047244,0.5036074534151749
0.15925925925925927,0.11811023622047244,0.5035580105539249
0.15925925925925927,0.12073490813648294,0.5035349971267988
0.16296296296296298,0.12073490813648294,0.5034933224801478
0.16296296296296298,0.12860892388451445,0.5033985790429415
0.16666666666666666,0.12860892388451445,0.5032610613601286
0.16666666666666666,0.13385826771653545,0.503193079406774
0.17407407407407408,0.13385826771653545,0.5030714714399426
0.17407407407407408,0.14435695538057744,0.5029634974380386
0.17592592592592593,0.14435695538057744,0.5029628782631617
0.17592592592592593,0.14698162729658792,0.5029352238250617
0.17962962962962964,0.14698162729658792,0.5029159208825613
0.17962962962962964,0.15223097112860892,0.5028280515914827
0.18518518518518517,0.15223097112860892,0.5027682480630978
0.18518518518518517,0.15485564304461943,0.5027427609800504
0.18888888888888888,0.15485564304461943,0.5026929232023634
0.18888888888888888,0.15748031496062992,0.5026685648947117
0.1925925925925926,0.15748031496062992,0.5026531769724292
0.1925925925925926,0.16010498687664043,0.5026396872985437
0.19444444444444445,0.16010498687664043,0.502631269883806
0.19444444444444445,0.16272965879265092,0.5026223004934466
0.2,0.16272965879265092,0.5025350230749945
0.2,0.16535433070866143,0.5025313227285177
0.20555555555555555,0.16535433070866143,0.5024453744553747
0.20555555555555555,0.18110236220472442,0.5023840322712639
0.20555555555555555,0.18635170603674542,0.5023782526742065
0.20555555555555555,0.1889763779527559,0.5023661347405708
0.2074074074074074,0.1889763779527559,0.5023539277809257
0.2074074074074074,0.19160104986876642,0.5023531270990508
0.2111111111111111,0.19160104986876642,0.5023203827269344
0.2111111111111111,0.1968503937007874,0.5023070169126916
0.21666666666666667,0.1968503937007874,0.502293015278071
0.21666666666666667,0.1994750656167979,0.5022787025529113
0.21851851851851853,0.1994750656167979,0.5022633245909408
0.21851851851851853,0.2020997375328084,0.5022544569167587
0.22407407407407406,0.2020997375328084,0.5021713518862029
0.22407407407407406,0.2099737532808399,0.5021298729559385
0.22592592592592592,0.2099737532808399,0.5021117953476977
0.22592592592592592,0.2125984251968504,0.5021092473567739
0.23148148148148148,0.2125984251968504,0.5020766360722719
0.23148148148148148,0.2152230971128609,0.5020547984556496
0.2351851851851852,0.2152230971128609,0.5020029672049526
0.2351851851851852,0.2204724409448819,0.5019976766171382
0.2462962962962963,0.2204724409448819,0.501892342043253
0.2462962962962963,0.22572178477690288,0.5018497623781017
0.24814814814814815,0.22572178477690288,0.5018449659568397
0.24814814814814815,0.23097112860892388,0.5018350977242192
0.2518518518518518,0.23097112860892388,0.501767214799597
0.2518518518518518,0.2335958005249344,0.5017428522122368
0.2611111111111111,0.2335958005249344,0.501700356630231
0.2611111111111111,0.23622047244094488,0.5016979337356615
0.2722222222222222,0.23622047244094488,0.5016117021762627
0.2722222222222222,0.2388451443569554,0.501596461736266
0.2759259259259259,0.2388451443569554,0.5015639437928777
0.2759259259259259,0.24146981627296588,0.5015619024098379
0.2796296296296296,0.24146981627296588,0.5015468208952817
0.2796296296296296,0.2440944881889764,0.5015049226696502
0.2814814814814815,0.2440944881889764,0.5014860120968451
0.2814814814814815,0.2545931758530184,0.5014333961937061
0.2833333333333333,0.2545931758530184,0.5014308484222301
0.2833333333333333,0.25984251968503935,0.5014211763322343
0.28703703703703703,0.25984251968503935,0.5013601610619002
0.28703703703703703,0.27034120734908135,0.50132780467602
0.28888888888888886,0.27034120734908135,0.5013066892788932
0.28888888888888886,0.27296587926509186,0.5013026099306017
0.29259259259259257,0.27296587926509186,0.5012969195597878
0.29259259259259257,0.2755905511811024,0.5012846146888247
0.2962962962962963,0.2755905511811024,0.501260758089194
0.2962962962962963,0.28083989501312334,0.5012301100340626
0.3,0.28083989501312334,0.5011947119379102
0.3,0.28346456692913385,0.501192346501038
0.31296296296296294,0.28346456692913385,0.501066599575626
0.31296296296296294,0.2887139107611549,0.5010563188657604
0.31851851851851853,0.2887139107611549,0.5010036827737074
0.31851851851851853,0.29133858267716534,0.5009506624704579
0.32037037037037036,0.29133858267716534,0.5009370725821068
0.32037037037037036,0.29658792650918636,0.5009230419597287
0.32592592592592595,0.29658792650918636,0.5008956278910255
0.32592592592592595,0.2992125984251969,0.5008549100144767
0.3351851851851852,0.2992125984251969,0.5008234236294297
0.3351851851851852,0.30183727034120733,0.5007902494028765
0.34444444444444444,0.30183727034120733,0.5007206666386762
0.34444444444444444,0.30708661417322836,0.500684264773887
0.34629629629629627,0.30708661417322836,0.500668071020304
0.35555555555555557,0.30708661417322836,0.5006662798620136
0.362962962962963,0.30708661417322836,0.500665384282862
0.3685185185185185,0.30708661417322836,0.5006506092474206
0.3685185185185185,0.30971128608923887,0.5006489777287082
0.37222222222222223,0.30971128608923887,0.5006478960593922
0.37962962962962965,0.30971128608923887,0.5006340430522517
0.37962962962962965,0.3123359580052493,0.5006325492338134
0.3851851851851852,0.3123359580052493,0.5006190042982904
0.3851851851851852,0.31496062992125984,0.5006183753505964
0.42407407407407405,0.31496062992125984,0.5003683740075593
0.42407407407407405,0.31758530183727035,0.5003525276266647
0.42777777777777776,0.31758530183727035,0.5003470977469073
0.42777777777777776,0.3228346456692913,0.5003453680620715
0.42962962962962964,0.3228346456692913,0.5003369829488631
0.42962962962962964,0.32545931758530183,0.5003317693053894
0.43148148148148147,0.32545931758530183,0.5003237851007416
0.43148148148148147,0.3333333333333333,0.5003202955491624
0.43148148148148147,0.3359580052493438,0.5003110141048482
0.46296296296296297,0.3359580052493438,0.5001073381240826
0.46296296296296297,0.33858267716535434,0.5000906444325643
0.4685185185185185,0.33858267716535434,0.5000791407038102
0.4685185185185185,0.34120734908136485,0.5000767994860674
0.4703703703703704,0.34120734908136485,0.5000732308612962
0.4703703703703704,0.3438320209973753,0.5000653136371245
0.4777777777777778,0.3438320209973753,0.5000479175320355
0.4777777777777778,0.3464566929133858,0.5000370599712775
0.48703703703703705,0.3464566929133858,0.4999895188355383
0.48703703703703705,0.34908136482939633,0.4999792466789989
0.5,0.34908136482939633,0.49993027086781716
0.5,0.3543307086614173,0.4999061292980579
0.5018518518518519,0.3543307086614173,0.4998956661646238
0.5018518518518519,0.35958005249343833,0.49987213212206244
0.5037037037037037,0.35958005249343833,0.49986996273205236
0.5037037037037037,0.3648293963254593,0.4998437815284373
0.5055555555555555,0.3648293963254593,0.49983632399718464
0.5055555555555555,0.3674540682414698,0.4998279001666549
0.512962962962963,0.3674540682414698,0.4998142317527502
0.512962962962963,0.3753280839895013,0.4997942539498944
0.5148148148148148,0.3753280839895013,0.49978947078286434
0.5148148148148148,0.3779527559055118,0.4997838951088834
0.5185185185185185,0.3779527559055118,0.4997780401588521
0.5185185185185185,0.3805774278215223,0.49977723800144774
0.5203703703703704,0.3805774278215223,0.49975619482784267
0.5203703703703704,0.3884514435695538,0.49970154748678924
0.5296296296296297,0.3884514435695538,0.49966296364016055
0.5296296296296297,0.3910761154855643,0.49966271865976675
0.5314814814814814,0.3910761154855643,0.4996616640426787
