FPR,TPR,Threshold
0.0,0.0,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.004132231404958678,0.0,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.3512396694214876,0.0,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.3512396694214876,0.005050505050505051,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.3925619834710744,0.005050505050505051,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.3925619834710744,0.010101010101010102,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.4256198347107438,0.010101010101010102,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.4256198347107438,0.015151515151515152,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.45454545454545453,0.015151515151515152,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
0.45454545454545453,0.030303030303030304,"[1.54009098 0.54009098 0.51200371 0.51199236 0.50939935 0.50877552
 0.50735012 0.50587441 0.50510642 0.50390135 0.50352662 0.50350996
 0.50288392 0.50234137 0.50221024 0.5021497  0.50185139 0.50103774
 0.50040621 0.50030596 0.50024791 0.49957663 0.49934049 0.4993226
 0.49930075 0.49910492 0.49907847 0.49907291 0.49905979 0.4988308
 0.49876391 0.49866629 0.49859699 0.49813772 0.49810947 0.49793019
 0.49789024 0.49777267 0.49768337 0.49768183 0.49764563 0.49721992
 0.49720063 0.49664848 0.49664453 0.4964786  0.49645868 0.49640106
 0.49639304 0.49626446 0.49624102 0.49596631 0.49594787 0.49537437
 0.49532092 0.49520291 0.49520252 0.49496705 0.49489759 0.49482204
 0.49475631 0.49464018 0.49461516 0.49458637 0.49452998 0.49452553
 0.49450312 0.49447014 0.49446248 0.49439202 0.49438694 0.49435289
 0.49430785 0.49405612 0.4940424  0.49394277 0.49386214 0.49378967
 0.49365649 0.4935958  0.49359507 0.49349468 0.49323878 0.49322719
 0.49261641 0.49254157 0.49248888 0.49221115 0.49202339 0.49173348
 0.47586842]"
